order_id,product_id,ship_mode,shipping_cost,ship_date
ES-2012-3075765,TEC-PH-10001148,First Class,38.18,2024-07-14 00:00:00.000000 UTC
ES-2012-4362177,TEC-PH-10004827,First Class,66.24,2024-08-30 00:00:00.000000 UTC
ES-2012-1208415,FUR-BO-10002680,First Class,106.25,2024-09-06 00:00:00.000000 UTC
ES-2012-3424900,FUR-FU-10004608,First Class,112.98,2024-09-15 00:00:00.000000 UTC
ES-2012-5859259,OFF-PA-10004480,First Class,15.39,2024-08-14 00:00:00.000000 UTC
IT-2012-5214692,OFF-SU-10001813,First Class,6.3,2024-09-06 00:00:00.000000 UTC
ES-2012-1208415,OFF-AR-10002113,First Class,4.09,2024-09-06 00:00:00.000000 UTC
ES-2012-1208415,OFF-AR-10004115,First Class,3.68,2024-09-06 00:00:00.000000 UTC
ES-2012-5070100,OFF-BI-10000121,First Class,3.97,2024-11-21 00:00:00.000000 UTC
IT-2012-3559379,OFF-AR-10000724,First Class,2.77,2024-05-04 00:00:00.000000 UTC
IT-2012-2339530,OFF-FA-10001330,First Class,17.81,2024-11-09 00:00:00.000000 UTC
IT-2012-1226862,OFF-AR-10003217,First Class,11.3,2024-11-19 00:00:00.000000 UTC
MX-2012-159380,FUR-CH-10003107,First Class,27.402,2024-08-02 00:00:00.000000 UTC
MX-2012-169859,OFF-FA-10000401,First Class,10.125,2024-03-18 00:00:00.000000 UTC
IN-2012-21703,FUR-CH-10001382,First Class,2.97,2024-06-02 00:00:00.000000 UTC
IN-2012-21703,OFF-PA-10003906,First Class,6.26,2024-06-02 00:00:00.000000 UTC
MX-2012-126053,OFF-EN-10003529,First Class,10.386,2024-05-01 00:00:00.000000 UTC
MX-2012-126053,FUR-FU-10000242,First Class,42.938,2024-05-01 00:00:00.000000 UTC
CA-2012-149300,TEC-MA-10000423,First Class,1.25,2024-11-23 00:00:00.000000 UTC
CA-2012-121720,OFF-BI-10001308,First Class,0.64,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,OFF-BI-10004593,First Class,11.87,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,FUR-CH-10003312,First Class,173.17,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,FUR-FU-10003464,First Class,1.44,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,OFF-AR-10000380,First Class,10.19,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,OFF-ST-10003816,First Class,72.27,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,OFF-ST-10001780,First Class,140.3,2024-06-12 00:00:00.000000 UTC
CA-2012-121720,TEC-PH-10002496,First Class,23.65,2024-06-12 00:00:00.000000 UTC
US-2012-106495,TEC-AC-10002718,First Class,3.26,2024-06-17 00:00:00.000000 UTC
US-2012-124604,TEC-CO-10002434,First Class,22.199,2024-07-08 00:00:00.000000 UTC
US-2012-142230,FUR-BO-10002383,First Class,27.784,2024-03-29 00:00:00.000000 UTC
US-2012-142230,FUR-FU-10000705,First Class,65.804,2024-03-29 00:00:00.000000 UTC
US-2012-142230,TEC-AC-10000151,First Class,0.45,2024-03-29 00:00:00.000000 UTC
US-2012-107090,TEC-PH-10002647,First Class,61.001,2024-09-05 00:00:00.000000 UTC
US-2012-139612,FUR-CH-10001282,First Class,4.087,2024-10-12 00:00:00.000000 UTC
US-2012-122364,FUR-BO-10003291,First Class,32.992,2024-11-05 00:00:00.000000 UTC
US-2012-122364,FUR-FU-10000060,First Class,8.312,2024-11-05 00:00:00.000000 UTC
US-2012-142230,OFF-EN-10001616,First Class,4.659,2024-03-29 00:00:00.000000 UTC
US-2012-142230,OFF-EN-10001538,First Class,1.917,2024-03-29 00:00:00.000000 UTC
US-2012-106586,OFF-LA-10002354,First Class,1.851,2024-06-13 00:00:00.000000 UTC
US-2012-160332,OFF-EN-10000761,First Class,16.993,2024-09-17 00:00:00.000000 UTC
US-2012-133347,OFF-AR-10003794,First Class,2.459,2024-10-11 00:00:00.000000 UTC
US-2012-139612,OFF-SU-10003701,First Class,9.515,2024-10-12 00:00:00.000000 UTC
IT-2012-2733319,OFF-ST-10004191,First Class,13.21,2024-12-05 00:00:00.000000 UTC
IN-2012-56178,OFF-BI-10003340,First Class,1.97,2024-08-27 00:00:00.000000 UTC
ES-2012-3876991,OFF-BI-10002935,First Class,31.28,2024-04-28 00:00:00.000000 UTC
ES-2012-3876991,OFF-AP-10002735,First Class,28.41,2024-04-28 00:00:00.000000 UTC
ES-2012-3876991,OFF-AR-10003066,First Class,14.89,2024-04-28 00:00:00.000000 UTC
ES-2012-5523595,OFF-SU-10003357,First Class,11.57,2024-10-27 00:00:00.000000 UTC
ES-2012-3876991,TEC-PH-10002312,First Class,21.98,2024-04-28 00:00:00.000000 UTC
ES-2012-3876991,OFF-ST-10001818,First Class,92.22,2024-04-28 00:00:00.000000 UTC
IN-2012-55821,OFF-FA-10003745,First Class,3.48,2024-06-07 00:00:00.000000 UTC
IN-2012-55821,FUR-TA-10002797,First Class,104.01,2024-06-07 00:00:00.000000 UTC
SF-2012-1380,OFF-AVE-10003740,First Class,9.87,2024-02-16 00:00:00.000000 UTC
SF-2012-5590,TEC-HEW-10003460,First Class,46.69,2024-04-15 00:00:00.000000 UTC
TU-2012-6900,OFF-KRA-10003337,First Class,1.05,2024-06-15 00:00:00.000000 UTC
IR-2012-8510,OFF-NOV-10000092,First Class,1.53,2024-05-06 00:00:00.000000 UTC
ID-2012-86229,OFF-LA-10004749,First Class,0.17,2024-08-03 00:00:00.000000 UTC
MX-2012-144848,OFF-ST-10003741,First Class,320.29,2024-08-05 00:00:00.000000 UTC
HR-2012-3240,OFF-SAN-10001862,First Class,4.02,2024-08-07 00:00:00.000000 UTC
HR-2012-3240,OFF-AVE-10000608,First Class,3.29,2024-08-07 00:00:00.000000 UTC
HR-2012-3240,TEC-OKI-10002547,First Class,13.38,2024-08-07 00:00:00.000000 UTC
MX-2012-167619,OFF-LA-10004370,First Class,2.518,2024-02-24 00:00:00.000000 UTC
MX-2012-167619,OFF-LA-10001701,First Class,0.521,2024-02-24 00:00:00.000000 UTC
MX-2012-167619,OFF-AR-10002115,First Class,10.063,2024-02-24 00:00:00.000000 UTC
MX-2012-129672,OFF-FA-10002163,First Class,2.963,2024-04-25 00:00:00.000000 UTC
MX-2012-129672,OFF-BI-10004145,First Class,1.132,2024-04-25 00:00:00.000000 UTC
MX-2012-129672,OFF-SU-10004899,First Class,5.432,2024-04-25 00:00:00.000000 UTC
MX-2012-129672,FUR-CH-10001343,First Class,38.689,2024-04-25 00:00:00.000000 UTC
MX-2012-129672,TEC-PH-10001288,First Class,42.493,2024-04-25 00:00:00.000000 UTC
GH-2012-1670,OFF-EAT-10003338,First Class,5.84,2024-03-11 00:00:00.000000 UTC
MX-2012-161473,OFF-PA-10002464,First Class,10.673,2024-09-25 00:00:00.000000 UTC
IN-2012-44194,OFF-FA-10004606,First Class,3.3,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,OFF-EN-10003537,First Class,30.97,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,OFF-SU-10003527,First Class,8.35,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,OFF-ST-10000351,First Class,7.38,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,OFF-BI-10002919,First Class,8.03,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,FUR-CH-10002213,First Class,71.23,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,FUR-CH-10003354,First Class,10.45,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,FUR-CH-10004339,First Class,33.05,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,TEC-PH-10003954,First Class,54.17,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,TEC-CO-10001472,First Class,40.13,2024-12-09 00:00:00.000000 UTC
IN-2012-44194,TEC-MA-10002871,First Class,14.02,2024-12-09 00:00:00.000000 UTC
IN-2012-17888,OFF-BI-10000721,First Class,1.41,2024-09-21 00:00:00.000000 UTC
IN-2012-17888,OFF-FA-10000248,First Class,3.14,2024-09-21 00:00:00.000000 UTC
IN-2012-17888,OFF-PA-10003499,First Class,3.83,2024-09-21 00:00:00.000000 UTC
IN-2012-17888,FUR-FU-10003052,First Class,23.82,2024-09-21 00:00:00.000000 UTC
MX-2012-116470,FUR-BO-10003106,First Class,73.24,2024-10-05 00:00:00.000000 UTC
MX-2012-113817,OFF-FA-10000713,First Class,9.294,2024-04-07 00:00:00.000000 UTC
MX-2012-100370,OFF-EN-10002348,First Class,24.888,2024-08-26 00:00:00.000000 UTC
MX-2012-100370,OFF-LA-10000236,First Class,2.801,2024-08-26 00:00:00.000000 UTC
MX-2012-151904,OFF-PA-10003571,First Class,10.734,2024-02-03 00:00:00.000000 UTC
MX-2012-126536,OFF-AR-10004772,First Class,5.385,2024-10-26 00:00:00.000000 UTC
MX-2012-137267,OFF-EN-10000258,First Class,7.122,2024-06-12 00:00:00.000000 UTC
MX-2012-137267,OFF-LA-10003982,First Class,0.941,2024-06-12 00:00:00.000000 UTC
MX-2012-129651,OFF-LA-10004538,First Class,2.126,2024-07-16 00:00:00.000000 UTC
MX-2012-137267,OFF-PA-10004016,First Class,1.111,2024-06-12 00:00:00.000000 UTC
MX-2012-152464,OFF-AR-10002882,First Class,9.374,2024-12-22 00:00:00.000000 UTC
MX-2012-137267,OFF-AR-10002583,First Class,11.893,2024-06-12 00:00:00.000000 UTC
MX-2012-152464,OFF-AR-10004961,First Class,24.225,2024-12-22 00:00:00.000000 UTC
MX-2012-102848,FUR-BO-10002250,First Class,72.816,2024-09-28 00:00:00.000000 UTC
MX-2012-113817,FUR-FU-10004224,First Class,28.918,2024-04-07 00:00:00.000000 UTC
MX-2012-126536,FUR-FU-10000641,First Class,16.102,2024-10-26 00:00:00.000000 UTC
MX-2012-113817,FUR-CH-10001044,First Class,46.25,2024-04-07 00:00:00.000000 UTC
MX-2012-129651,FUR-CH-10002542,First Class,38.356,2024-07-16 00:00:00.000000 UTC
MX-2012-102848,FUR-CH-10002882,First Class,22.563,2024-09-28 00:00:00.000000 UTC
MX-2012-113817,TEC-PH-10002647,First Class,26.916,2024-04-07 00:00:00.000000 UTC
MX-2012-113817,TEC-AC-10000501,First Class,129.572,2024-04-07 00:00:00.000000 UTC
MX-2012-113817,TEC-AC-10000152,First Class,7.283,2024-04-07 00:00:00.000000 UTC
MX-2012-102848,TEC-CO-10000051,First Class,236.564,2024-09-28 00:00:00.000000 UTC
IN-2012-66090,OFF-AP-10000043,First Class,11.08,2024-09-03 00:00:00.000000 UTC
IN-2012-28171,OFF-BI-10001326,First Class,15.08,2024-12-22 00:00:00.000000 UTC
IR-2012-3810,TEC-SAM-10002682,First Class,15.93,2024-03-08 00:00:00.000000 UTC
IR-2012-3810,TEC-BEL-10003896,First Class,30.32,2024-03-08 00:00:00.000000 UTC
ES-2012-4934238,TEC-PH-10000800,First Class,469.29,2024-02-05 00:00:00.000000 UTC
ES-2012-4934238,TEC-PH-10004910,First Class,253.09,2024-02-05 00:00:00.000000 UTC
ZI-2012-2500,OFF-BIN-10003023,First Class,11.45,2024-04-09 00:00:00.000000 UTC
ZI-2012-1700,OFF-AVE-10004827,First Class,1.16,2024-08-24 00:00:00.000000 UTC
IN-2012-44943,OFF-LA-10000540,First Class,5.49,2024-09-29 00:00:00.000000 UTC
IN-2012-44943,OFF-BI-10000854,First Class,1.73,2024-09-29 00:00:00.000000 UTC
IN-2012-82351,OFF-ST-10002642,First Class,78.32,2024-06-21 00:00:00.000000 UTC
IN-2012-68911,OFF-FA-10003257,First Class,7.87,2024-08-25 00:00:00.000000 UTC
IN-2012-53434,OFF-EN-10000615,First Class,44.41,2024-11-07 00:00:00.000000 UTC
IN-2012-68911,OFF-LA-10000271,First Class,11.74,2024-08-25 00:00:00.000000 UTC
IN-2012-68911,FUR-CH-10002224,First Class,92.26,2024-08-25 00:00:00.000000 UTC
IN-2012-53434,FUR-CH-10003861,First Class,71.02,2024-11-07 00:00:00.000000 UTC
IN-2012-76142,OFF-ST-10001567,First Class,150.47,2024-11-23 00:00:00.000000 UTC
IN-2012-76142,FUR-CH-10000258,First Class,177.72,2024-11-23 00:00:00.000000 UTC
ES-2012-3155394,OFF-PA-10001971,First Class,26.8,2024-03-20 00:00:00.000000 UTC
ES-2012-3480401,OFF-ST-10004739,First Class,7.47,2024-01-10 00:00:00.000000 UTC
ID-2012-41184,FUR-FU-10001129,First Class,1.94,2024-04-20 00:00:00.000000 UTC
ID-2012-37887,OFF-ST-10002395,First Class,92.86,2024-01-29 00:00:00.000000 UTC
MX-2012-109862,TEC-CO-10003204,First Class,27.449,2024-12-27 00:00:00.000000 UTC
BO-2012-5160,FUR-IKE-10001301,First Class,36.66,2024-09-08 00:00:00.000000 UTC
BO-2012-5160,TEC-KON-10004774,First Class,46.47,2024-09-08 00:00:00.000000 UTC
ID-2012-32350,OFF-EN-10001157,First Class,14.43,2024-12-27 00:00:00.000000 UTC
ID-2012-32350,TEC-AC-10004773,First Class,12.1,2024-12-27 00:00:00.000000 UTC
ID-2012-66111,FUR-FU-10002699,First Class,51.44,2024-06-17 00:00:00.000000 UTC
ID-2012-66111,TEC-MA-10003704,First Class,487.32,2024-06-17 00:00:00.000000 UTC
MX-2012-118031,TEC-CO-10001042,First Class,56.58,2024-12-17 00:00:00.000000 UTC
IN-2012-31461,OFF-SU-10003629,First Class,7.27,2024-05-25 00:00:00.000000 UTC
IN-2012-17748,OFF-SU-10001689,First Class,27.23,2024-10-27 00:00:00.000000 UTC
IN-2012-31461,OFF-AP-10000935,First Class,31.32,2024-05-25 00:00:00.000000 UTC
IN-2012-17748,OFF-FA-10001297,First Class,2.2,2024-10-27 00:00:00.000000 UTC
IN-2012-31741,OFF-SU-10002214,First Class,15.8,2024-04-26 00:00:00.000000 UTC
IN-2012-18728,OFF-ST-10001567,First Class,53.44,2024-10-27 00:00:00.000000 UTC
IN-2012-31741,TEC-AC-10001835,First Class,5.67,2024-04-26 00:00:00.000000 UTC
ES-2012-5745179,OFF-AR-10003117,First Class,5.33,2024-10-28 00:00:00.000000 UTC
ES-2012-5420110,OFF-BI-10004903,First Class,2.15,2024-12-22 00:00:00.000000 UTC
ES-2012-5024975,OFF-EN-10003780,First Class,20.95,2024-12-06 00:00:00.000000 UTC
ES-2012-1390982,OFF-EN-10000556,First Class,23.27,2024-12-16 00:00:00.000000 UTC
ES-2012-4727188,OFF-PA-10001371,First Class,35.06,2024-03-31 00:00:00.000000 UTC
ES-2012-2994105,OFF-PA-10000098,First Class,2.29,2024-08-24 00:00:00.000000 UTC
ES-2012-1841367,OFF-AR-10002816,First Class,15.62,2024-08-31 00:00:00.000000 UTC
ES-2012-5024975,OFF-AR-10000502,First Class,17.99,2024-12-06 00:00:00.000000 UTC
ES-2012-2501542,OFF-BI-10001622,First Class,1.56,2024-03-23 00:00:00.000000 UTC
ES-2012-5053352,OFF-BI-10000542,First Class,23.18,2024-01-12 00:00:00.000000 UTC
ES-2012-5149849,FUR-FU-10001436,First Class,20.04,2024-11-13 00:00:00.000000 UTC
ES-2012-1349761,FUR-FU-10003264,First Class,19.33,2024-12-13 00:00:00.000000 UTC
ES-2012-5053352,TEC-AC-10002901,First Class,38.65,2024-01-12 00:00:00.000000 UTC
ES-2012-4727188,TEC-AC-10001258,First Class,165.31,2024-03-31 00:00:00.000000 UTC
ES-2012-2501542,TEC-PH-10004635,First Class,11.84,2024-03-23 00:00:00.000000 UTC
ES-2012-1841367,TEC-PH-10004450,First Class,45.19,2024-08-31 00:00:00.000000 UTC
ES-2012-4698340,TEC-CO-10002269,First Class,156.35,2024-09-01 00:00:00.000000 UTC
ES-2012-2932271,TEC-PH-10003620,First Class,27.95,2024-10-21 00:00:00.000000 UTC
ES-2012-5745179,TEC-MA-10003780,First Class,30.43,2024-10-28 00:00:00.000000 UTC
ES-2012-5149849,TEC-CO-10002232,First Class,19.63,2024-11-13 00:00:00.000000 UTC
ES-2012-1390982,TEC-CO-10000775,First Class,148.35,2024-12-16 00:00:00.000000 UTC
ES-2012-5420110,TEC-MA-10002918,First Class,288.47,2024-12-22 00:00:00.000000 UTC
ES-2012-5149849,FUR-TA-10002411,First Class,232.54,2024-11-13 00:00:00.000000 UTC
US-2012-100531,FUR-FU-10003849,First Class,3.8,2024-09-29 00:00:00.000000 UTC
US-2012-100531,OFF-BI-10001670,First Class,1.1,2024-09-29 00:00:00.000000 UTC
CA-2012-118423,FUR-BO-10000362,First Class,101.13,2024-03-27 00:00:00.000000 UTC
CA-2012-129700,FUR-FU-10001940,First Class,2.34,2024-05-05 00:00:00.000000 UTC
CA-2012-124975,FUR-TA-10002645,First Class,110.67,2024-06-25 00:00:00.000000 UTC
CA-2012-157035,OFF-PA-10004156,First Class,1.19,2024-12-12 00:00:00.000000 UTC
MX-2012-150770,OFF-PA-10003911,First Class,28.786,2024-06-15 00:00:00.000000 UTC
TU-2012-4770,TEC-CAN-10002879,First Class,35.36,2024-11-05 00:00:00.000000 UTC
TU-2012-6640,TEC-PAN-10000878,First Class,15.38,2024-12-01 00:00:00.000000 UTC
TU-2012-3250,FUR-OFF-10001798,First Class,0.26,2024-05-03 00:00:00.000000 UTC
TU-2012-8560,TEC-SAM-10000779,First Class,9.63,2024-09-03 00:00:00.000000 UTC
TU-2012-3190,OFF-IBI-10001772,First Class,1.89,2024-03-25 00:00:00.000000 UTC
TU-2012-4770,OFF-FIS-10002924,First Class,26.56,2024-11-05 00:00:00.000000 UTC
TU-2012-6640,OFF-ENE-10002093,First Class,1.71,2024-12-01 00:00:00.000000 UTC
TU-2012-6640,OFF-FEL-10004665,First Class,41.93,2024-12-01 00:00:00.000000 UTC
TU-2012-2690,TEC-SAM-10000345,First Class,363.73,2024-05-26 00:00:00.000000 UTC
TU-2012-660,TEC-CIS-10001122,First Class,36.93,2024-08-02 00:00:00.000000 UTC
TU-2012-9540,OFF-CAM-10004269,First Class,2.02,2024-03-09 00:00:00.000000 UTC
TU-2012-2690,OFF-STI-10003148,First Class,13.65,2024-05-26 00:00:00.000000 UTC
TU-2012-2690,OFF-FIS-10004882,First Class,2.61,2024-05-26 00:00:00.000000 UTC
ID-2012-62345,FUR-FU-10001129,First Class,35.26,2024-04-27 00:00:00.000000 UTC
ID-2012-10230,FUR-BO-10004399,First Class,11.1,2024-07-09 00:00:00.000000 UTC
IN-2012-70437,TEC-MA-10001627,First Class,199.66,2024-10-08 00:00:00.000000 UTC
ID-2012-10230,OFF-EN-10004422,First Class,1.59,2024-07-09 00:00:00.000000 UTC
ID-2012-10230,OFF-LA-10004062,First Class,2.33,2024-07-09 00:00:00.000000 UTC
ID-2012-62345,OFF-ST-10001638,First Class,66.65,2024-04-27 00:00:00.000000 UTC
ID-2012-61449,OFF-ST-10004315,First Class,221.64,2024-12-09 00:00:00.000000 UTC
MX-2012-162446,OFF-BI-10003856,First Class,1.063,2024-06-07 00:00:00.000000 UTC
MX-2012-108378,OFF-AR-10000543,First Class,8.364,2024-11-20 00:00:00.000000 UTC
MX-2012-107811,OFF-EN-10003689,First Class,5.509,2024-05-03 00:00:00.000000 UTC
MX-2012-106082,OFF-EN-10004470,First Class,2.595,2024-08-28 00:00:00.000000 UTC
MX-2012-106082,OFF-LA-10002650,First Class,3.739,2024-08-28 00:00:00.000000 UTC
MX-2012-107811,OFF-PA-10004421,First Class,0.83,2024-05-03 00:00:00.000000 UTC
MX-2012-106082,OFF-PA-10004016,First Class,16.396,2024-08-28 00:00:00.000000 UTC
MX-2012-106082,OFF-BI-10003653,First Class,15.167,2024-08-28 00:00:00.000000 UTC
MX-2012-106082,OFF-BI-10002126,First Class,0.247,2024-08-28 00:00:00.000000 UTC
MX-2012-107811,TEC-PH-10002493,First Class,11.918,2024-05-03 00:00:00.000000 UTC
MX-2012-168711,TEC-AC-10001491,First Class,32.72,2024-10-05 00:00:00.000000 UTC
MX-2012-106082,FUR-BO-10002975,First Class,10.373,2024-08-28 00:00:00.000000 UTC
MX-2012-162446,FUR-CH-10001675,First Class,65.725,2024-06-07 00:00:00.000000 UTC
MX-2012-106082,FUR-FU-10004338,First Class,2.016,2024-08-28 00:00:00.000000 UTC
IN-2012-22431,OFF-LA-10003273,First Class,1.42,2024-03-24 00:00:00.000000 UTC
IN-2012-22431,OFF-LA-10003778,First Class,0.4,2024-03-24 00:00:00.000000 UTC
ID-2012-50543,FUR-CH-10003580,First Class,3.1,2024-07-07 00:00:00.000000 UTC
ID-2012-50543,FUR-CH-10002412,First Class,3.68,2024-07-07 00:00:00.000000 UTC
ID-2012-59181,FUR-FU-10000496,First Class,12.63,2024-07-26 00:00:00.000000 UTC
ID-2012-28255,FUR-BO-10004161,First Class,66.28,2024-10-13 00:00:00.000000 UTC
IN-2012-13198,TEC-PH-10004664,First Class,25.704,2024-10-29 00:00:00.000000 UTC
ID-2012-27450,FUR-CH-10001147,First Class,104.75,2024-11-17 00:00:00.000000 UTC
ID-2012-27450,FUR-TA-10001889,First Class,191.26,2024-11-17 00:00:00.000000 UTC
ID-2012-50543,OFF-PA-10003338,First Class,3.13,2024-07-07 00:00:00.000000 UTC
ID-2012-50543,OFF-PA-10002370,First Class,3.63,2024-07-07 00:00:00.000000 UTC
ID-2012-27450,OFF-PA-10001979,First Class,0.91,2024-11-17 00:00:00.000000 UTC
ID-2012-59181,OFF-PA-10002479,First Class,33.29,2024-07-26 00:00:00.000000 UTC
ID-2012-59181,OFF-PA-10000453,First Class,10.98,2024-07-26 00:00:00.000000 UTC
ID-2012-28255,OFF-FA-10004795,First Class,3.18,2024-10-13 00:00:00.000000 UTC
IN-2012-13198,OFF-LA-10003141,First Class,6.17,2024-10-29 00:00:00.000000 UTC
ID-2012-70857,OFF-FA-10001304,First Class,13.45,2024-12-13 00:00:00.000000 UTC
ID-2012-59181,OFF-AP-10002017,First Class,22.39,2024-07-26 00:00:00.000000 UTC
ID-2012-27450,OFF-BI-10003713,First Class,4.31,2024-11-17 00:00:00.000000 UTC
ID-2012-59181,OFF-ST-10003964,First Class,102.46,2024-07-26 00:00:00.000000 UTC
ID-2012-70857,OFF-ST-10003528,First Class,99.72,2024-12-13 00:00:00.000000 UTC
IN-2012-33316,TEC-PH-10004221,First Class,59.54,2024-09-07 00:00:00.000000 UTC
ID-2012-36403,TEC-PH-10001699,First Class,451.03,2024-10-11 00:00:00.000000 UTC
IN-2012-50886,TEC-MA-10001358,First Class,50.24,2024-11-11 00:00:00.000000 UTC
IN-2012-50886,OFF-LA-10004614,First Class,1.25,2024-11-11 00:00:00.000000 UTC
IN-2012-50886,OFF-AP-10004494,First Class,44.6,2024-11-11 00:00:00.000000 UTC
ID-2012-44747,OFF-AR-10000578,First Class,2.88,2024-09-07 00:00:00.000000 UTC
IN-2012-50886,OFF-AR-10001132,First Class,3.03,2024-11-11 00:00:00.000000 UTC
IN-2012-66384,FUR-FU-10001507,First Class,4.74,2024-06-29 00:00:00.000000 UTC
ID-2012-30873,OFF-EN-10002581,First Class,3.03,2024-06-07 00:00:00.000000 UTC
ID-2012-30873,OFF-PA-10002974,First Class,11.3,2024-06-07 00:00:00.000000 UTC
IN-2012-44600,OFF-SU-10001442,First Class,4.11,2024-05-20 00:00:00.000000 UTC
IN-2012-37698,OFF-ST-10000704,First Class,288.75,2024-12-14 00:00:00.000000 UTC
IN-2012-74364,OFF-EN-10003537,First Class,10.04,2024-05-31 00:00:00.000000 UTC
IN-2012-74364,OFF-LA-10002992,First Class,2.41,2024-05-31 00:00:00.000000 UTC
ID-2012-28402,FUR-TA-10001889,First Class,835.57,2024-04-22 00:00:00.000000 UTC
NI-2012-3590,FUR-DAN-10001462,First Class,7.82,2024-09-12 00:00:00.000000 UTC
NI-2012-3590,TEC-EPS-10002958,First Class,111.07,2024-09-12 00:00:00.000000 UTC
NI-2012-8470,TEC-KON-10001507,First Class,89.32,2024-12-27 00:00:00.000000 UTC
NI-2012-3590,OFF-ELD-10003038,First Class,4.26,2024-09-12 00:00:00.000000 UTC
NI-2012-3590,OFF-FEL-10002158,First Class,2.63,2024-09-12 00:00:00.000000 UTC
TU-2012-5250,OFF-KRA-10002828,First Class,2.53,2024-01-14 00:00:00.000000 UTC
ID-2012-57907,OFF-LA-10001548,First Class,2.14,2024-11-09 00:00:00.000000 UTC
UG-2012-6570,TEC-APP-10004049,First Class,25.66,2024-05-29 00:00:00.000000 UTC
US-2012-130491,OFF-AR-10001149,First Class,0.38,2024-02-11 00:00:00.000000 UTC
US-2012-130491,OFF-FA-10000134,First Class,1.27,2024-02-11 00:00:00.000000 UTC
US-2012-130491,OFF-PA-10000791,First Class,1.2,2024-02-11 00:00:00.000000 UTC
CG-2012-1060,FUR-RUB-10001310,First Class,3.33,2024-10-20 00:00:00.000000 UTC
CG-2012-7930,OFF-ACC-10000233,First Class,6.1,2024-03-08 00:00:00.000000 UTC
CG-2012-7930,OFF-FEL-10000070,First Class,8.3,2024-03-08 00:00:00.000000 UTC
CG-2012-8310,OFF-SME-10000746,First Class,43.83,2024-06-14 00:00:00.000000 UTC
CG-2012-8310,OFF-SAN-10001634,First Class,9.18,2024-06-14 00:00:00.000000 UTC
CG-2012-8310,FUR-SAF-10000085,First Class,47.66,2024-06-14 00:00:00.000000 UTC
CG-2012-8310,TEC-SAM-10004940,First Class,336.65,2024-06-14 00:00:00.000000 UTC
CG-2012-8310,TEC-ENE-10000817,First Class,91.13,2024-06-14 00:00:00.000000 UTC
LH-2012-9760,TEC-CIS-10002259,First Class,239.69,2024-06-02 00:00:00.000000 UTC
LH-2012-9760,OFF-BIN-10004563,First Class,2.42,2024-06-02 00:00:00.000000 UTC
LH-2012-9760,OFF-HON-10002610,First Class,0.36,2024-06-02 00:00:00.000000 UTC
LH-2012-9760,OFF-XER-10003300,First Class,0.31,2024-06-02 00:00:00.000000 UTC
LH-2012-9760,OFF-SME-10000746,First Class,6.59,2024-06-02 00:00:00.000000 UTC
IR-2012-660,OFF-JIF-10002184,First Class,7.6,2024-06-12 00:00:00.000000 UTC
IR-2012-660,OFF-STI-10001955,First Class,9.14,2024-06-12 00:00:00.000000 UTC
IR-2012-660,TEC-MOT-10002272,First Class,319.58,2024-06-12 00:00:00.000000 UTC
UP-2012-5960,OFF-ELD-10001832,First Class,13.59,2024-11-01 00:00:00.000000 UTC
UP-2012-5960,OFF-BOS-10001511,First Class,10.9,2024-11-01 00:00:00.000000 UTC
UP-2012-110,TEC-STA-10004542,First Class,10.26,2024-03-23 00:00:00.000000 UTC
SU-2012-8130,OFF-CAR-10001428,First Class,0.37,2024-01-16 00:00:00.000000 UTC
SU-2012-8130,TEC-CIS-10000436,First Class,22.36,2024-01-16 00:00:00.000000 UTC
SU-2012-8130,TEC-NOK-10001070,First Class,9.7,2024-01-16 00:00:00.000000 UTC
IN-2012-73510,OFF-EN-10000114,First Class,0.35,2024-05-17 00:00:00.000000 UTC
IN-2012-73510,OFF-BI-10003468,First Class,1.49,2024-05-17 00:00:00.000000 UTC
IR-2012-9440,OFF-IBI-10001494,First Class,9.44,2024-10-30 00:00:00.000000 UTC
IR-2012-9440,TEC-CAN-10004913,First Class,58.92,2024-10-30 00:00:00.000000 UTC
CG-2012-9200,OFF-BIC-10004557,First Class,4.09,2024-07-21 00:00:00.000000 UTC
CG-2012-10,OFF-BIN-10000901,First Class,1.98,2024-11-22 00:00:00.000000 UTC
CG-2012-10,OFF-WIL-10003532,First Class,10.53,2024-11-22 00:00:00.000000 UTC
CG-2012-9200,FUR-ADV-10000571,First Class,22.26,2024-07-21 00:00:00.000000 UTC
CG-2012-310,TEC-KON-10001624,First Class,19.81,2024-11-14 00:00:00.000000 UTC
TU-2012-2150,OFF-ELD-10001037,First Class,3.33,2024-10-06 00:00:00.000000 UTC
